MainBusiness,SafeValue,ShineValue,ShapeValue,TPFlag,ZTPrice,DTPrice,HqDate,fHSL,fLianB,Wtb,Zsz,Ltsz,vzangsu,Fzhsl,FzAmo,VOpenZAF,ZAF,ZAFYesterday,ZAFPre2D,ZAFPre5,ZAFPre10,ZAFPre20,ZAFPre30,ZAFPre60,ZAFYear,ZAFPreMyMonth,ZAFPreOneYear,Zjl,Zjl_HB,TotalBVol,TotalSVol,BCancel,SCancel,L2TicNum,L2OrderNum,FCAmo,FCb,OpenZAF,OpenAmo,OpenZTBuy,OpenAmoPre1,OpenVolPre1,CJJEPre1,CJJEPre3,FDEPre1,FDEPre2,ZTGPNum,LastStartZT,LastZTHzNum,EverZTCount,ConZAFDateNum,YearZTDay,MA5Value,HisHigh,HisLow,IPO_Price,More_YJL,BetaValue,DynaPE,MorePE,StaticPE_TTM,DYRatio,PB_MRQ,IsT0Fund,IsZCZGP,IsKzz,Kzz_HSCode,QHMainYYMM,FreeLtgb,Yield,KfEarnMoney,RDInputFee,CashZJ,PreReceiveZJ,OtherQYJzc,StaffNum,RecentGGJYDate,RecentHGDate,RecentIncentDate,NoticeDate_Recent,RecentReleaseDate,RecentDZDate,ReportDate,ZTDate_Recent,DTDate_Recent,TopDate_Recent,StopJYDate_Recent,code,stock_type,fetch_time
软件产品,81,0,90913,0,11.42,9.34,20260622,2.98,1.88,-48.62,50.13,49.21,1.80,0.14,199.09,0.00,3.56,-1.61,-1.31,2.78,-4.62,-9.74,-18.87,-17.62,-32.30,-7.96,-33.76,2113.26,-344.82,6393.00,13610.00,101659.00,61383.00,16340,29916,0.00,0.00,-0.77,162700.00,0.00,11.34,108.00,5744.83,26468.74,0.00,0.00,0,1,0,0,1,3,10.63,23.71,10.06,13.87,0.00,1.57,-15.39,72.47,137.62,0.41,4.34,0,0,0,0,0,36656.15,16.27,-6480.34,5375.87,9353.25,27702.64,0.00,9476,0,0,0,0,20240813,20150923,20260430,20250709,20250408,20250711,0,600571.SH,stock,2026-06-22 22:02:22
全品类中药,83,2,100714,0,4.53,3.71,20260622,1.47,1.43,-15.33,104.84,104.56,0.55,0.02,112.29,0.00,0.24,0.24,-0.24,0.00,-0.72,-0.96,-6.35,1.73,-7.40,-2.36,-4.18,373.08,-2016.03,59819.00,61495.00,226034.00,209525.00,17605,28557,0.00,0.00,-0.49,246800.00,0.00,94.57,2301.00,9505.10,33347.51,0.00,0.00,0,1,0,0,2,1,4.13,5.17,4.02,8.25,0.00,0.85,13.21,22.05,21.63,3.64,1.44,0,0,0,0,0,173369.91,24.68,20918.82,4923.44,85644.19,3479.06,0.00,7826,0,20240123,0,0,20190110,20180110,20260423,20260415,20190328,20260415,0,600572.SH,stock,2026-06-22 22:02:22
啤酒,95,3,40708,0,11.94,9.77,20260622,6.72,0.59,34.18,26.02,26.02,1.38,0.38,204.24,0.00,-4.06,-7.11,-4.81,-23.40,-17.31,-15.30,-24.45,-4.50,-12.74,-21.90,-12.52,-1684.60,-577.80,13655.00,12678.00,77448.00,74701.00,13347,19188,0.00,0.00,-2.76,1719700.00,0.00,176.06,1539.00,22517.08,61824.07,0.00,0.00,0,1,0,0,-5,2,11.50,15.59,10.12,7.44,0.00,0.51,79.11,33.91,33.12,0.92,1.91,0,0,0,0,0,12480.54,171.97,726.27,614.77,103101.36,7015.98,0.00,1263,0,0,0,0,20120524,0,20260422,20260610,20220425,20260615,0,600573.SH,stock,2026-06-22 22:02:22
电力,95,6,100606,0,4.02,3.29,20260622,1.64,0.72,7.43,259.44,140.68,0.88,0.08,201.16,0.00,-0.82,-1.88,-1.59,-9.27,-6.94,-4.74,2.26,-3.73,12.78,-9.27,8.38,-872.73,393.39,68723.00,80502.00,282247.00,243969.00,34982,45479,0.00,0.00,-0.55,765899.94,0.00,60.13,1625.00,19819.20,68150.64,0.00,0.00,0,1,0,0,-5,0,3.73,4.39,3.13,7.08,0.00,1.36,20.03,15.41,16.82,5.21,1.16,0,0,0,0,0,142729.19,76.59,35180.32,9969.59,279027.71,19944.02,0.00,12195,0,0,0,0,20190422,20251225,20260428,20250509,20250102,20250509,20241217,600575.SH,stock,2026-06-22 22:02:22
旅游景区业务,71,1,70401,0,6.41,5.25,20260622,3.69,0.64,41.24,59.58,37.31,0.83,0.10,139.10,0.00,-3.09,1.39,-4.01,-8.57,-2.24,-3.58,-3.25,-2.76,-9.45,-4.24,-31.51,-2641.71,-1016.06,16038.00,18611.00,127259.00,138046.00,19465,31197,0.00,0.00,-1.20,593900.00,0.00,66.06,1159.00,12869.79,40392.39,0.00,0.00,0,1,0,0,-1,3,5.95,9.45,5.42,6.28,0.00,1.38,82.33,54.16,59.84,0.00,2.30,0,0,0,0,0,44355.81,59.39,1972.26,426.08,29951.32,3778.46,0.00,1754,0,20251118,0,0,20230630,20221229,20260430,20260612,20241009,20251117,0,600576.SH,stock,2026-06-22 22:02:22
漆包线,85,1,10112,0,12.94,10.58,20260622,5.39,1.79,10.85,235.98,235.98,0.82,0.11,725.00,0.00,-6.72,-0.68,0.34,-5.02,-9.49,-26.22,-19.57,-4.94,-11.32,-15.62,40.28,-18929.01,-25432.99,43654.00,81459.00,345273.00,450474.00,118267,135479,0.00,0.00,-1.19,5870400.00,0.00,263.06,2235.00,68210.35,260305.72,0.00,0.00,0,1,0,0,-2,2,11.64,16.35,6.97,9.90,0.00,2.23,43.18,42.22,41.44,0.77,3.79,0,0,0,0,0,182066.68,587.04,13098.94,3514.93,206101.36,3471.19,4648.63,3918,0,20221119,0,0,20240506,20221104,20260430,20251225,20251216,20251216,0,600577.SH,stock,2026-06-22 22:02:22
售电,93,4,100808,0,8.35,6.83,20260622,2.68,0.70,41.05,501.43,501.43,1.14,0.31,1469.31,0.00,-1.32,-5.36,-1.72,0.00,-11.46,-8.88,46.00,46.86,46.86,-20.15,64.61,-4228.73,-2661.53,63792.00,165383.00,624842.00,736661.00,156248,230003,0.00,0.00,-0.13,14276200.00,0.00,933.96,11822.00,156523.25,502225.77,0.00,0.00,0,5,1,0,-4,8,7.90,10.05,4.07,5.00,0.00,1.00,11.38,14.40,14.33,2.24,1.99,0,0,0,0,0,137100.44,1427.62,109196.94,257.43,628176.64,7449.56,449999.97,5382,0,0,0,0,20200224,20170407,20260425,20260615,20260610,20260605,0,600578.SH,stock,2026-06-22 22:02:22
干燥设备,62,2,90913,0,8.11,6.63,20260622,4.31,1.04,57.26,36.72,36.72,1.41,0.34,226.55,0.55,0.95,-1.73,9.97,12.56,12.56,4.94,-4.98,0.54,-10.36,12.56,-0.67,-974.21,821.22,17243.00,19117.00,120605.00,102072.00,14918,22880,0.00,0.00,-0.27,7230200.00,0.00,832.57,10729.00,27747.16,57489.48,0.00,2792.70,0,3,1,0,1,7,7.16,11.13,6.37,5.00,0.00,1.45,-26.03,-30.77,-28.17,0.00,2.42,0,0,0,0,0,18136.07,723.02,-3637.26,1076.23,24659.30,55884.02,0.00,1255,0,20260424,0,0,20221028,20190423,20260429,20260617,20250801,20260617,20250715,600579.SH,stock,2026-06-22 22:02:22
"防爆电驱动系统解决方案,暖通电驱动系统解决方案",94,7,70712,0,39.82,32.58,20260622,3.14,1.17,-16.87,559.86,558.26,1.05,0.11,1346.87,-0.02,-0.99,3.72,-1.27,5.13,-10.40,-12.78,-12.72,-11.73,-26.74,-9.17,95.53,-28113.94,-6541.42,26956.00,38180.00,207734.00,195137.00,118763,222849,0.00,0.00,-0.58,4426800.00,0.00,366.52,1050.00,194953.50,478491.55,0.00,0.00,0,1,0,0,-1,6,35.57,56.69,17.61,8.28,0.00,0.06,50.72,50.21,49.86,0.50,5.02,0,0,0,0,0,95085.50,442.68,21717.22,15478.29,395357.88,31918.42,0.00,14094,0,20240125,20250930,0,20221228,20160121,20260430,20251222,20250919,20260324,0,600580.SH,stock,2026-06-22 22:02:22
"中厚板,热轧板卷",1,1,40901,0,2.59,2.35,20260622,1.27,2.01,24.98,36.64,36.64,0.82,0.04,46.27,0.00,-3.24,-2.37,-1.17,-7.00,-7.72,-9.81,-11.81,-6.64,-28.45,-5.53,-21.38,-490.67,-503.11,15992.00,26478.00,59666.00,94521.00,3999,4860,0.00,0.00,-0.81,760199.94,0.00,34.18,1351.00,3307.08,10044.91,0.00,0.00,0,1,0,0,-3,13,2.50,5.55,2.35,7.38,0.00,0.81,-2.80,-2.02,-2.06,0.00,0.00,0,0,0,0,0,76610.86,76.02,-32020.97,9333.28,78374.46,204900.39,0.00,6610,0,0,0,0,20090217,0,20260428,20260608,20260403,20260127,0,600581.SH,stock,2026-06-22 22:02:22
矿山自动化、机械化装备,90,5,90913,0,5.37,4.39,20260622,0.82,1.08,4.29,199.89,199.89,0.57,0.03,117.55,0.00,-1.02,-2.59,-1.96,-8.70,-6.21,-4.92,-10.05,-10.56,-12.65,-5.67,-15.70,-270.00,698.66,38560.00,35762.00,159435.00,153463.00,15832,23466,0.00,0.00,-0.20,273200.00,0.00,32.36,646.00,10971.57,43332.75,0.00,0.00,0,1,0,0,-5,0,5.01,6.22,4.68,12.48,0.00,0.74,11.54,8.25,13.99,6.15,0.77,0,0,0,0,0,162018.48,27.32,40322.47,30864.22,627077.89,225808.67,0.00,17431,0,0,0,0,20180108,20150127,20260430,20220323,20250407,20230331,0,600582.SH,stock,2026-06-22 22:02:22
"其他业务,海洋工程总承包项目收入",90,3,11010,0,5.90,4.82,20260622,1.16,1.29,-63.43,241.41,241.41,0.57,0.03,126.94,0.00,1.87,-0.92,0.19,-0.73,-4.04,-9.30,-14.29,-15.22,-0.55,-2.68,-0.37,275.11,-2673.38,28587.00,30258.00,296513.00,274774.00,35442,49685,0.00,0.00,0.00,643200.00,0.00,69.46,1284.00,21547.48,64148.12,0.00,0.00,0,1,0,0,1,3,5.43,8.72,5.18,9.60,0.00,0.34,13.77,11.37,11.96,3.66,0.83,0,0,0,0,0,197245.40,64.32,36323.93,16569.94,631717.07,409383.50,0.00,9994,0,0,0,0,20161010,20131009,20260425,20260303,20230316,20260303,0,600583.SH,stock,2026-06-22 22:02:22
芯片封测,90,8,120812,0,91.33,74.73,20260622,13.26,1.17,0.00,1634.27,1634.27,0.22,0.08,5290.80,0.00,10.00,1.55,6.28,32.51,20.73,25.32,79.97,133.70,148.32,11.31,183.99,75932.26,180103.81,136353.00,0.00,1085634.00,680348.00,670800,1014456,72000.01,0.03,3.43,248324304.00,5100.00,17008.55,20770.00,1954762.14,5848136.91,0.00,0.00,0,1,1,1,5,4,81.48,94.90,31.17,7.19,0.00,2.48,140.75,94.92,89.93,0.16,5.68,0,0,0,0,0,138629.16,24832.43,26456.57,50155.53,768729.75,25868.67,0.00,24952,0,0,20260105,0,20211027,20210426,20260429,20260526,20250407,20260526,0,600584.SH,stock,2026-06-22 22:02:22
建材行业（自产品销售）-42.5级水泥,95,11,90104,0,19.54,15.98,20260622,1.34,1.39,32.11,714.35,714.35,0.60,0.03,408.46,0.00,0.56,-2.63,0.05,-4.55,-7.70,-9.25,-15.11,-21.36,-18.30,-11.36,-15.36,-925.60,-17641.11,25464.00,33329.00,219911.00,193588.00,98562,105032,0.00,0.00,-0.34,3017900.00,0.00,247.75,1365.00,102911.99,255915.08,0.00,0.00,0,1,0,0,1,2,18.11,27.76,17.11,4.10,0.00,0.62,16.12,11.60,12.11,4.77,0.49,0,0,0,0,0,201791.24,301.79,130068.25,8054.56,4166266.06,263087.41,0.00,48286,0,20260527,0,0,20100526,20070525,20260430,20250722,0,20180111,0,600585.SH,stock,2026-06-22 22:02:22
"Low-E节能玻璃等,纯碱",88,0,90401,0,5.16,4.22,20260622,2.71,0.81,20.99,65.20,65.20,0.84,0.07,166.93,0.00,-1.92,-6.76,3.07,0.66,-12.22,-15.75,-20.28,-22.95,-18.30,-11.36,-0.64,-1832.56,-1755.19,39058.00,45988.00,153318.00,182531.00,17792,28375,0.00,0.00,-0.64,571800.00,0.00,293.53,5966.00,25258.51,75619.79,0.00,0.00,0,1,0,0,-2,6,4.79,7.97,4.48,9.58,0.00,1.26,-10.44,-11.37,-8.87,0.00,1.29,0,0,0,0,0,95970.24,57.18,-15741.84,3276.01,113782.46,14642.65,0.00,4723,0,20250419,0,0,20190603,20110315,20260430,20260209,20250407,20260605,0,600586.SH,stock,2026-06-22 22:02:22
医疗器械制造产品,100,2,90913,0,13.24,10.84,20260622,1.53,1.78,-29.48,72.92,72.92,0.74,0.03,92.79,0.00,-0.17,-1.23,-2.01,-5.65,-7.32,-8.87,-12.46,-13.58,-16.53,-10.77,-17.28,-54.73,-1395.82,4051.00,7175.00,48266.00,45852.00,10702,17645,0.00,0.00,-0.50,469600.00,0.00,57.29,470.00,5704.97,24299.80,0.00,0.00,0,1,0,0,-5,1,12.28,18.37,11.50,9.20,0.00,0.68,14.69,13.88,14.91,2.91,0.93,0,0,0,0,0,42596.78,46.96,11368.11,7491.21,311082.16,147124.70,-7357.80,7982,0,0,0,0,20260224,20230227,20260430,20260105,20220425,20230731,0,600587.SH,stock,2026-06-22 22:02:22
"产品许可,技术服务及培训",85,3,90909,0,10.77,8.81,20260622,1.55,1.20,-50.88,341.36,341.36,1.02,0.06,461.24,0.42,2.04,0.10,-1.71,-0.10,-6.72,-8.10,-19.37,-14.25,-24.66,-3.66,-22.62,3446.87,-194.02,28018.00,53827.00,287205.00,220469.00,55130,92563,0.00,0.00,-1.43,4604000.00,0.00,141.04,1457.00,51158.55,146147.38,0.00,0.00,0,1,0,0,2,4,9.93,19.01,9.52,36.68,0.00,1.63,-11.81,-24.08,-24.31,0.00,4.95,0,0,0,0,0,178747.66,460.40,-73275.18,57917.91,249747.94,316337.89,0.00,19055,0,20240905,0,0,20221025,20220126,20260425,20260601,20250407,20260113,0,600588.SH,stock,2026-06-22 22:02:22
机柜租赁服务,51,0,40410,0,11.23,9.19,20260622,8.10,1.16,-4.45,153.96,153.32,1.25,0.25,1425.66,0.00,1.57,-0.29,2.20,10.91,-1.90,-19.49,-17.11,6.36,44.83,-4.43,36.45,3929.66,-912.20,55953.00,178617.00,435620.00,460941.00,106309,154813,0.00,0.00,-1.47,8640500.00,0.00,743.81,7152.00,115751.08,367431.73,0.00,0.00,0,1,0,0,1,12,10.18,15.25,6.80,9.90,0.00,3.11,-120.80,-790.28,-148.47,0.00,24.81,0,0,0,0,0,124846.99,864.05,-3950.59,321.44,20003.42,501.40,0.00,199,0,0,20250514,0,20191008,20160205,20260430,20260528,20260526,20260528,0,600589.SH,stock,2026-06-22 22:02:22
智能应急电源,89,4,11008,0,13.34,10.92,20260622,4.81,1.28,30.74,99.79,98.70,1.06,0.16,220.08,0.00,-3.54,2.45,-0.50,-0.84,-11.30,-17.67,-29.94,-19.53,24.34,-8.23,35.58,-7995.87,-1914.10,13867.00,39847.00,180999.00,160268.00,60911,80825,0.00,0.00,-0.49,1763400.00,0.00,41.41,350.00,41032.23,117531.48,0.00,0.00,0,1,0,0,-1,9,11.90,18.56,8.05,4.76,0.00,2.04,50.56,170.89,137.69,0.19,3.07,0,0,0,0,0,54505.90,176.34,4745.93,1750.46,64620.57,26786.20,0.00,1471,0,0,20260415,0,20200827,20160218,20260429,20260420,20260303,20260526,20250325,600590.SH,stock,2026-06-22 22:02:22
轴承产品,90,3,40904,0,16.93,13.85,20260622,5.18,1.60,-24.54,57.90,57.90,0.69,0.12,196.48,0.00,-5.85,0.59,-4.17,-6.39,-29.76,-24.69,-29.39,-23.90,-46.77,-27.87,-32.98,-2965.36,-1952.31,8542.00,15307.00,78396.00,104001.00,26055,36966,0.00,0.00,-1.56,725700.00,0.00,34.86,228.00,9740.05,55935.48,0.00,0.00,0,1,0,0,-1,8,15.35,31.87,13.85,6.00,0.00,1.24,-5968.59,36.48,44.40,0.84,2.24,0,0,0,0,0,24831.98,72.57,4276.91,2544.28,60928.57,849.29,0.00,2046,0,0,0,0,20160425,20130419,20260427,20260525,20260611,20260612,0,600592.SH,stock,2026-06-22 22:02:22
景区经营,65,1,81101,0,41.10,33.62,20260622,4.83,0.78,61.12,50.06,49.43,2.45,0.52,548.07,-0.28,2.73,-2.15,-4.29,-7.30,3.45,11.28,12.55,10.26,-7.34,2.07,32.03,320.79,523.22,4925.00,3904.00,31208.00,34122.00,16759,26944,0.00,0.00,0.19,2504100.00,0.00,245.63,640.00,19703.15,72273.61,0.00,0.00,0,1,0,0,1,6,38.80,66.55,28.05,7.71,0.00,0.98,79.70,178.79,95.36,0.00,23.94,0,0,0,0,0,5977.23,250.41,-755.80,4.17,16940.76,3823.76,0.00,721,0,0,20250729,0,20090820,0,20260429,20260610,20260202,20251106,20250722,600593.SH,stock,2026-06-22 22:02:22
抗肿瘤,90,1,10414,0,3.42,2.80,20260622,2.60,1.30,41.19,24.71,24.71,1.23,0.09,96.16,0.00,0.32,-1.27,-2.78,-5.17,-9.57,-16.13,-25.18,-9.57,-21.61,-11.87,-19.59,129.65,-738.56,27496.00,12693.00,100461.00,94946.00,17389,24969,0.00,0.00,0.00,141500.00,0.00,4.90,156.00,5731.06,16894.85,0.00,0.00,0,1,0,0,1,5,3.18,5.27,2.96,14.40,0.00,0.76,-20.92,-7.47,-7.04,0.00,1.14,0,0,0,0,0,60646.98,14.15,-3480.13,1347.00,48989.70,2554.81,0.00,4832,0,20231130,0,0,20170117,20140117,20260423,20260415,20250407,20260413,0,600594.SH,stock,2026-06-22 22:02:22
铝加工,95,4,40910,0,6.67,5.45,20260622,3.04,1.13,-41.10,257.71,257.71,1.48,0.14,624.42,-0.15,6.11,-2.88,-1.73,-6.81,-7.49,-11.06,-16.60,-4.03,-16.17,-8.14,57.60,5038.96,2871.81,40517.00,59521.00,653269.00,489831.00,89915,111667,0.00,0.00,0.00,1492600.00,0.00,165.15,2668.00,61674.92,194646.55,0.00,0.00,0,1,0,0,1,4,6.36,10.66,3.81,8.30,0.00,1.41,7.84,15.02,11.00,2.89,1.44,0,0,0,0,0,260150.81,149.26,87790.02,6584.75,101864.78,51951.23,0.00,6887,0,0,0,0,20240708,20180207,20260422,20251029,20250407,20250627,0,600595.SH,stock,2026-06-22 22:02:22
农化自产品,95,1,80608,0,16.92,13.84,20260622,7.71,1.01,-54.06,223.36,223.36,1.05,0.24,2113.64,0.00,7.61,-3.81,0.50,15.25,15.66,25.76,39.66,55.84,45.56,38.49,110.56,9145.41,3586.44,25175.00,72560.00,431916.00,296059.00,104863,134717,0.00,0.00,-1.17,7305100.00,0.00,798.04,4994.00,138601.96,468480.72,0.00,0.00,0,1,0,0,1,7,15.79,16.80,7.73,7.30,0.00,1.66,58.00,141.34,98.84,0.65,1.78,0,0,0,0,0,94316.71,730.51,7944.14,10951.19,247117.34,42426.11,0.00,8097,0,0,0,0,20250618,20231214,20260429,20260609,20250407,20260522,0,600596.SH,stock,2026-06-22 22:02:22
"其他,液态奶",72,4,90909,0,7.08,5.80,20260622,0.61,1.03,-43.74,89.05,89.05,1.33,0.03,58.22,0.47,0.31,-2.13,-1.20,-4.86,-6.11,-7.58,-12.70,-12.47,-20.15,-7.05,-21.13,651.14,-274.81,11433.00,15074.00,72308.00,65201.00,7377,15314,0.00,0.00,0.00,1919800.00,0.00,6.93,106.00,4184.14,14615.11,0.00,0.00,0,1,0,0,1,0,6.59,9.09,6.28,6.50,0.00,0.51,33.40,-59.49,-39.70,0.00,0.97,0,0,0,0,0,66659.48,191.98,9125.84,2617.79,275258.16,67889.53,0.00,10760,0,0,0,0,20230620,20211220,20260430,20250314,0,20150727,0,600597.SH,stock,2026-06-22 22:02:22
土地承包费,97,6,40110,0,15.16,12.40,20260622,1.23,1.41,11.93,246.39,246.39,0.83,0.06,136.24,0.00,0.58,-1.15,-0.57,-3.08,-3.28,-5.07,-14.76,-7.66,-3.75,-2.74,-0.00,225.08,494.11,14284.00,14332.00,84055.00,84648.00,34528,45007,0.00,0.00,0.00,1011500.00,0.00,41.22,297.00,24536.67,69828.19,0.00,0.00,0,1,0,0,1,0,13.96,17.80,13.35,5.38,0.00,0.80,10.60,21.01,20.27,3.99,2.87,0,0,0,0,0,63741.78,101.15,55078.84,1516.31,222666.88,457300.58,0.00,27562,0,0,0,0,20090105,0,20260429,20250409,20250411,20250411,0,600598.SH,stock,2026-06-22 22:02:22
烟花贸易,1,0,130713,0,0.46,0.38,20260622,4.16,2.44,47.44,0.71,0.71,5.54,1.10,22.54,0.00,2.38,5.00,0.00,4.88,-14.00,-89.12,-89.12,-93.04,-95.67,-89.12,-94.73,0.00,0.00,22561.00,8042.00,67419.00,33587.00,739,1049,0.00,0.00,-2.38,9100.00,0.00,1.54,384.00,163.05,514.04,0.00,0.00,0,1,0,0,2,28,0.41,11.00,0.38,10.00,0.00,1.89,1.96,4.85,4.47,0.00,0.57,0,0,0,0,0,6643.15,0.91,873.69,0.00,4797.95,746.87,0.00,90,0,0,0,0,20161010,20131008,20260430,20260423,20260602,20260618,20260430,600599.SH,stock,2026-06-22 22:02:22
啤酒,95,8,90709,0,59.29,48.51,20260622,1.10,0.82,54.56,382.36,382.36,1.03,0.05,380.57,0.00,0.04,-3.92,-2.94,-10.97,-9.69,-11.36,-13.67,-11.30,-11.90,-11.81,-21.70,2621.24,-3454.86,5251.00,8206.00,34313.00,39160.00,23568,37856,0.00,0.00,-0.43,2028700.00,0.00,159.35,284.00,58979.08,154397.72,0.00,0.00,0,1,0,0,1,0,56.24,70.30,52.65,6.38,0.00,0.25,10.22,16.03,15.72,4.36,2.27,0,0,0,0,0,30399.39,202.87,170580.90,2017.65,1325430.17,587953.00,0.00,29257,0,0,0,0,20250530,0,20260428,20240926,20200203,20180105,0,600600.SH,stock,2026-06-22 22:02:22
印制电路板,93,4,80208,0,15.84,12.96,20260622,6.02,0.75,7.45,600.46,585.93,1.01,0.20,2974.54,0.00,-2.43,0.35,1.77,8.99,13.12,9.85,15.92,50.27,19.88,4.61,190.89,-44966.08,-51061.71,67775.00,141205.00,736010.00,891337.00,298254,345167,0.00,0.00,1.39,14372200.00,200.00,1712.92,11887.00,360821.86,1266670.28,0.00,0.00,0,1,0,0,-1,14,14.07,15.07,4.57,50.00,0.00,2.44,64.81,130.33,98.41,0.00,12.30,0,0,0,0,0,263958.32,1437.22,22315.18,8414.15,144299.12,431.10,0.00,6615,0,0,20250611,0,0,0,20260428,20260612,20250407,20251028,0,600601.SH,stock,2026-06-22 22:02:22
"云计算大数据,行业解决方案",88,4,40110,0,19.83,16.23,20260622,3.16,1.45,18.88,253.43,199.07,1.37,0.16,895.00,0.00,2.77,1.46,-0.50,8.36,3.11,-12.84,-19.36,-10.09,-0.85,0.27,-4.73,85.35,3576.07,18882.00,32491.00,168605.00,124250.00,56511,88501,0.00,0.00,0.50,2998900.25,0.00,102.09,571.00,47229.55,144099.11,0.00,0.00,0,1,0,0,2,5,17.97,25.80,16.60,102.00,0.00,1.89,142.21,127.29,125.71,0.24,5.15,0,0,0,0,0,60201.70,299.89,4259.96,7040.62,143343.51,135726.58,0.00,2263,0,0,0,0,20200914,20170918,20260425,20260403,20250407,20260403,0,600602.SH,stock,2026-06-22 22:02:22
能源物流服务,36,3,130104,0,4.86,3.98,20260622,2.26,1.95,-44.82,51.98,51.98,0.48,0.05,27.62,0.00,0.00,-2.21,-0.44,-4.74,-10.71,-16.92,-23.53,-39.53,-28.94,-6.75,-42.97,-451.51,431.64,7219.00,16304.00,173534.00,116423.00,16589,26668,0.00,0.00,-0.45,80100.00,0.00,1.49,33.00,7135.37,23929.19,0.00,0.00,0,1,0,0,0,1,4.51,9.63,4.18,10.00,0.00,1.26,88.32,14.12,29.60,0.00,0.71,0,0,0,0,0,49309.96,8.01,2197.57,0.00,8536.78,77189.39,0.00,599,0,20240716,0,0,20210730,20170426,20260424,20260525,20260424,20250423,0,600603.SH,stock,2026-06-22 22:02:22
园区产业载体租赁,84,0,70901,0,4.51,3.69,20260622,0.82,1.32,78.17,77.55,58.27,2.22,0.09,70.67,0.00,0.98,-1.44,-2.12,-1.89,-2.36,-21.74,-16.03,-20.38,-25.27,-7.39,-12.29,242.12,89.34,26757.00,16053.00,68761.00,76106.00,6472,9249,0.00,0.00,0.00,107800.00,0.00,15.60,376.00,3156.91,12066.57,0.00,0.00,0,1,0,0,1,7,4.19,7.57,3.96,38.00,0.00,1.16,-25.36,-24.36,-21.79,0.00,1.29,0,0,0,0,0,56298.93,10.78,-6969.06,0.00,84246.72,354.66,0.00,632,0,0,0,0,20190829,20160829,20260425,20260520,20250407,20260522,0,600604.SH,stock,2026-06-22 22:02:22
房产租赁,88,3,10211,0,32.92,26.94,20260622,2.59,0.92,0.00,61.82,61.82,1.18,0.12,153.06,0.00,0.13,-3.98,-4.91,-0.60,0.16,-6.96,-12.44,12.46,0.03,-1.71,-16.87,-1967.32,563.52,5973.00,4494.00,23696.00,31578.00,9034,18430,0.00,0.00,1.04,586700.00,0.00,83.36,266.00,17708.83,54029.26,0.00,0.00,0,1,0,0,1,2,30.93,40.76,25.61,24.00,0.00,1.35,177.94,256.00,266.07,0.13,4.33,0,0,0,0,0,10751.80,58.67,863.80,0.00,59036.51,171.48,0.00,112,0,0,0,0,20090803,0,20260429,20260415,20250407,20260415,0,600605.SH,stock,2026-06-22 22:02:22
建筑及相关产业,42,2,41309,0,1.45,1.19,20260622,0.80,1.02,-6.23,186.92,186.92,1.18,0.07,99.40,0.00,0.76,-0.75,-2.21,-3.63,-5.67,-5.67,-15.28,-11.92,-19.88,-9.52,-18.41,438.36,977.70,232488.00,288828.00,1033902.00,902351.00,21031,35755,0.00,0.00,0.00,679700.00,0.00,110.26,8353.00,13614.92,45089.88,0.00,0.00,0,1,0,0,1,4,1.34,2.40,1.27,35.00,0.00,1.25,22.89,-0.71,-0.72,0.00,0.48,0,0,0,0,0,389885.21,67.97,-80920.91,7805.05,1750479.26,16292290.56,0.00,35878,0,0,0,0,20180702,20150630,20260429,20260429,20250716,20250716,0,600606.SH,stock,2026-06-22 22:02:22
"其他业务,商品贸易-花卉",1,0,90909,0,0.20,0.16,20260622,4.30,1.43,-30.24,0.59,0.57,0.57,0.06,2.74,0.00,0.00,0.00,0.00,0.00,-91.30,-91.30,-91.30,-94.02,-94.67,-91.30,-95.08,0.00,0.00,67970.00,126907.00,161770.00,125064.00,322,638,0.00,0.00,0.00,78000.00,0.00,2.51,1319.00,100.21,444.11,0.00,0.00,0,1,0,0,0,17,0.18,4.83,0.16,28.00,0.00,4.76,-8.88,22.50,136.38,0.00,1.44,0,0,0,0,0,25809.98,7.80,-185.15,0.00,7193.69,142.26,0.00,33,0,0,0,0,20140516,0,20260430,20260429,20260609,20260618,20260430,600608.SH,stock,2026-06-22 22:02:22
零部件-内饰,90,0,90913,0,3.59,2.93,20260622,1.30,1.09,-25.21,42.92,42.92,0.47,0.02,16.94,0.00,0.92,-1.21,-3.23,-4.36,-7.84,-12.03,-20.73,-16.29,-28.63,-8.87,-36.36,210.46,17.93,19805.00,25435.00,123238.00,114936.00,7567,13749,0.00,0.00,-0.31,59500.00,0.00,29.61,900.00,3692.71,14528.05,0.00,0.00,0,1,0,0,1,0,3.34,5.47,3.16,100.00,0.00,1.12,20.70,18.10,20.24,0.71,2.53,0,0,0,0,0,93150.90,5.95,4928.33,6140.27,167558.58,15765.70,0.00,2666,0,20241203,0,0,20230605,20200604,20260430,20250421,20250408,20250408,0,600609.SH,stock,2026-06-22 22:02:22
